ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0051304,chromosome separation,Apr-90,79/18614,0.000582235,0.002669845,0.001307476,5925/472/324/701,4
GO:2000736,regulation of stem cell differentiation,Apr-90,79/18614,0.000582235,0.002669845,0.001307476,6926/1021/5156/4851,4
GO:0016242,negative regulation of macroautophagy,Mar-90,34/18614,0.000586828,0.002675394,0.001310194,7157/5290/207,3
GO:0060317,cardiac epithelial to mesenchymal transition,Mar-90,34/18614,0.000586828,0.002675394,0.001310194,6926/4089/4851,3
GO:0090313,regulation of protein targeting to membrane,Mar-90,34/18614,0.000586828,0.002675394,0.001310194,2064/208/3265,3
GO:2000515,"negative regulation of CD4-positive, alpha-beta T cell activation",Mar-90,34/18614,0.000586828,0.002675394,0.001310194,865/861/868,3
GO:2001235,positive regulation of apoptotic signaling pathway,May-90,140/18614,0.000589785,0.002685006,0.001314901,7157/4609/5728/55294/4763,5
GO:0001819,positive regulation of cytokine production,Sep-90,489/18614,0.000593859,0.002699668,0.001322081,2625/5295/672/29072/27086/861/7494/841/3265,9
GO:2000146,negative regulation of cell motility,Aug-90,390/18614,0.000599855,0.002723014,0.001333514,5728/2625/999/207/4763/387/4851/673,8
GO:0071230,cellular response to amino acid stimulus,Apr-90,80/18614,0.000610633,0.002767971,0.00135553,1956/1788/7494/5156,4
GO:0009612,response to mechanical stimulus,Jun-90,215/18614,0.000615394,0.002785558,0.001364143,5290/4214/6416/3480/387/841,6
GO:0051384,response to glucocorticoid,May-90,142/18614,0.000629015,0.002843146,0.001392345,5290/595/3480/387/677,5
GO:0001893,maternal placenta development,Mar-90,35/18614,0.000639606,0.002878684,0.001409749,207/4221/639,3
GO:0045943,positive regulation of transcription by RNA polymerase I,Mar-90,35/18614,0.000639606,0.002878684,0.001409749,2064/23451/6597,3
GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,Mar-90,35/18614,0.000639606,0.002878684,0.001409749,7157/4609/4193,3
GO:0002253,activation of immune response,Sep-90,495/18614,0.0006479,0.002911867,0.001425999,5290/2625/2099/1387/27086/868/6794/673/3265,9
GO:0042552,myelination,May-90,144/18614,0.00067017,0.003004258,0.001471245,5728/2064/207/4763/208,5
GO:0003151,outflow tract morphogenesis,Apr-90,82/18614,0.000670356,0.003004258,0.001471245,6926/2263/4089/4851,4
GO:0010614,negative regulation of cardiac muscle hypertrophy,Mar-90,36/18614,0.000695321,0.00310734,0.001521726,27086/4089/4851,3
GO:0033687,osteoblast proliferation,Mar-90,36/18614,0.000695321,0.00310734,0.001521726,3480/2263/387,3
GO:0001570,vasculogenesis,Apr-90,83/18614,0.000701718,0.003118308,0.001527097,55294/29072/4851/677,4
GO:0007492,endoderm development,Apr-90,83/18614,0.000701718,0.003118308,0.001527097,29072/4089/4851/677,4
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,Apr-90,83/18614,0.000701718,0.003118308,0.001527097,2260/3480/5156/2065,4
GO:0070897,transcription preinitiation complex assembly,Apr-90,83/18614,0.000701718,0.003118308,0.001527097,7157/2099/9439/6597,4
GO:0007272,ensheathment of neurons,May-90,146/18614,0.000713311,0.003160948,0.001547979,5728/2064/207/4763/208,5
GO:0008366,axon ensheathment,May-90,146/18614,0.000713311,0.003160948,0.001547979,5728/2064/207/4763/208,5
GO:0035883,enteroendocrine cell differentiation,Mar-90,37/18614,0.000754038,0.003332088,0.00163179,207/1021/4221,3
GO:0046326,positive regulation of glucose import,Mar-90,37/18614,0.000754038,0.003332088,0.00163179,207/5295/208,3
GO:0050866,negative regulation of cell activation,Jun-90,225/18614,0.000780374,0.003443657,0.001686427,2064/865/861/5156/472/868,6
GO:1900182,positive regulation of protein localization to nucleus,Apr-90,86/18614,0.000802028,0.00352937,0.001728403,999/207/5295/6794,4
GO:2000781,positive regulation of double-strand break repair,Apr-90,86/18614,0.000802028,0.00352937,0.001728403,57492/8289/6597/55193,4
GO:0061351,neural precursor cell proliferation,May-90,150/18614,0.000805792,0.003536096,0.001731697,7157/4763/2263/387/4851,5
GO:1903038,negative regulation of leukocyte cell-cell adhesion,May-90,150/18614,0.000805792,0.003536096,0.001731697,2064/207/865/861/868,5
GO:0014741,negative regulation of muscle hypertrophy,Mar-90,38/18614,0.000815818,0.003570192,0.001748394,27086/4089/4851,3
GO:0035510,DNA dealkylation,Mar-90,38/18614,0.000815818,0.003570192,0.001748394,2625/8239/54790,3
GO:0044839,cell cycle G2/M phase transition,May-90,151/18614,0.000830248,0.003628321,0.001776861,7157/595/1021/672/472,5
GO:0008589,regulation of smoothened signaling pathway,Apr-90,87/18614,0.000837602,0.003650375,0.001787661,5925/3169/1387/2263,4
GO:0048708,astrocyte differentiation,Apr-90,87/18614,0.000837602,0.003650375,0.001787661,4763/3845/1021/4851,4
GO:0010675,regulation of cellular carbohydrate metabolic process,May-90,152/18614,0.000855254,0.003722178,0.001822824,7157/207/9611/208/6794,5
GO:1903050,regulation of proteolysis involved in protein catabolic process,Jun-90,230/18614,0.000874733,0.003801723,0.001861779,5728/207/55294/4193/8239/8312,6
GO:0045740,positive regulation of DNA replication,Mar-90,39/18614,0.000880726,0.003822518,0.001871963,6416/1956/546,3
GO:0071241,cellular response to inorganic substance,Jun-90,231/18614,0.000894617,0.003877492,0.001898885,999/207/1956/546/1027/673,6
GO:0002312,B cell activation involved in immune response,Apr-90,89/18614,0.000912066,0.003942319,0.001930632,4853/7494/4292/4436,4
GO:2000177,regulation of neural precursor cell proliferation,Apr-90,89/18614,0.000912066,0.003942319,0.001930632,7157/4763/387/4851,4
GO:0050769,positive regulation of neurogenesis,Jun-90,232/18614,0.000914849,0.003948953,0.001933881,23013/3845/1523/4851/6794/673,6
GO:0045922,negative regulation of fatty acid metabolic process,Mar-90,40/18614,0.000948821,0.004090014,0.002002961,207/9611/672,3
GO:2000106,regulation of leukocyte apoptotic process,Apr-90,90/18614,0.000950994,0.004093803,0.002004817,7157/1029/4763/27086,4
GO:0060560,developmental growth involved in morphogenesis,Jun-90,234/18614,0.00095637,0.004111351,0.002013411,999/2099/8239/2263/4851/6794,6
GO:0007584,response to nutrient,May-90,156/18614,0.000960932,0.004119767,0.002017532,595/1030/3480/1788/7494,5
GO:2001236,regulation of extrinsic apoptotic signaling pathway,May-90,156/18614,0.000960932,0.004119767,0.002017532,5728/2260/207/4763/672,5
GO:0060021,roof of mouth development,Apr-90,91/18614,0.000991077,0.00424326,0.002078009,6926/5156/4089/54880,4
GO:0010918,positive regulation of mitochondrial membrane potential,Feb-90,10/18614,0.001014457,0.004296845,0.002104251,207/208,2
GO:0015911,long-chain fatty acid import across plasma membrane,Feb-90,10/18614,0.001014457,0.004296845,0.002104251,207/208,2
GO:0032275,luteinizing hormone secretion,Feb-90,10/18614,0.001014457,0.004296845,0.002104251,6926/4089,2
GO:0033034,positive regulation of myeloid cell apoptotic process,Feb-90,10/18614,0.001014457,0.004296845,0.002104251,1029/4763,2
GO:0033197,response to vitamin E,Feb-90,10/18614,0.001014457,0.004296845,0.002104251,595/3480,2
GO:0048304,positive regulation of isotype switching to IgG isotypes,Feb-90,10/18614,0.001014457,0.004296845,0.002104251,4292/4436,2
GO:0051974,negative regulation of telomerase activity,Feb-90,10/18614,0.001014457,0.004296845,0.002104251,7157/4221,2
GO:0090220,chromosome localization to nuclear envelope involved in homologous chromosome segregation,Feb-90,10/18614,0.001014457,0.004296845,0.002104251,472/4292,2
GO:0030513,positive regulation of BMP signaling pathway,Mar-90,41/18614,0.001020165,0.004309481,0.002110439,4853/4089/4851,3
GO:0098751,bone cell development,Mar-90,41/18614,0.001020165,0.004309481,0.002110439,55294/4853/27086,3
GO:0071496,cellular response to external stimulus,Jul-90,327/18614,0.001040072,0.004387715,0.002148751,7157/4214/6416/1030/3480/7494/841,7
GO:0007160,cell-matrix adhesion,Jun-90,239/18614,0.001066535,0.004493363,0.002200489,5728/1029/4763/5295/1021/387,6
GO:0032465,regulation of cytokinesis,Apr-90,93/18614,0.001074785,0.004521346,0.002214193,3480/675/29072/387,4
GO:0006261,DNA-templated DNA replication,May-90,160/18614,0.001076035,0.004521346,0.002214193,898/675/672/545/546,5
GO:0040013,negative regulation of locomotion,Aug-90,427/18614,0.0010786,0.004526114,0.002216528,5728/2625/999/207/4763/387/4851/673,8
GO:0065004,protein-DNA complex assembly,Jun-90,242/18614,0.001137164,0.004765544,0.002333782,7157/5925/2099/9439/546/6597,6
GO:0019217,regulation of fatty acid metabolic process,Apr-90,95/18614,0.001163337,0.004862351,0.00238119,207/9611/208/672,4
GO:1904705,regulation of vascular associated smooth muscle cell proliferation,Apr-90,95/18614,0.001163337,0.004862351,0.00238119,5728/4763/387/1027,4
GO:0021915,neural tube development,May-90,163/18614,0.001168854,0.004863488,0.002381747,4763/3169/29072/4851/677,5
GO:0010719,negative regulation of epithelial to mesenchymal transition,Mar-90,43/18614,0.001172832,0.004863488,0.002381747,5728/2625/3169,3
GO:0010907,positive regulation of glucose metabolic process,Mar-90,43/18614,0.001172832,0.004863488,0.002381747,207/208/6794,3
GO:0014002,astrocyte development,Mar-90,43/18614,0.001172832,0.004863488,0.002381747,4763/3845/1021,3
GO:0060428,lung epithelium development,Mar-90,43/18614,0.001172832,0.004863488,0.002381747,3845/3169/2263,3
GO:0071459,"protein localization to chromosome, centromeric region",Mar-90,43/18614,0.001172832,0.004863488,0.002381747,5925/10664/701,3
GO:0051494,negative regulation of cytoskeleton organization,May-90,164/18614,0.001201074,0.00497408,0.002435906,5290/5295/672/4089/324,5
GO:0002042,cell migration involved in sprouting angiogenesis,Apr-90,96/18614,0.001209477,0.004995804,0.002446545,207/55294/387/4851,4
GO:0070664,negative regulation of leukocyte proliferation,Apr-90,96/18614,0.001209477,0.004995804,0.002446545,2064/4763/472/868,4
GO:0007519,skeletal muscle tissue development,May-90,165/18614,0.001233947,0.005046615,0.002471428,5925/4763/3845/387/4851,5
GO:0007406,negative regulation of neuroblast proliferation,Feb-90,11/18614,0.001235995,0.005046615,0.002471428,7157/4763,2
GO:0034397,telomere localization,Feb-90,11/18614,0.001235995,0.005046615,0.002471428,472/4292,2
GO:0042118,endothelial cell activation,Feb-90,11/18614,0.001235995,0.005046615,0.002471428,27086/4089,2
GO:0060736,prostate gland growth,Feb-90,11/18614,0.001235995,0.005046615,0.002471428,2099/2263,2
GO:0061314,Notch signaling involved in heart development,Feb-90,11/18614,0.001235995,0.005046615,0.002471428,4853/4851,2
GO:0070601,centromeric sister chromatid cohesion,Feb-90,11/18614,0.001235995,0.005046615,0.002471428,10664/701,2
GO:2001204,regulation of osteoclast development,Feb-90,11/18614,0.001235995,0.005046615,0.002471428,55294/4853,2
GO:0009895,negative regulation of catabolic process,Jul-90,337/18614,0.001237729,0.005046615,0.002471428,7157/5290/207/9611/1956/8239/4089,7
GO:0015980,energy derivation by oxidation of organic compounds,Jul-90,337/18614,0.001237729,0.005046615,0.002471428,7157/5290/4609/207/208/387/4436,7
GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,Mar-90,44/18614,0.001254271,0.005078904,0.00248724,7157/675/4436,3
GO:0048512,circadian behavior,Mar-90,44/18614,0.001254271,0.005078904,0.00248724,7157/5728/9611,3
GO:2000249,regulation of actin cytoskeleton reorganization,Mar-90,44/18614,0.001254271,0.005078904,0.00248724,4853/5156/3265,3
GO:0001657,ureteric bud development,Apr-90,97/18614,0.001256884,0.005078904,0.00248724,4609/2625/2263/4089,4
GO:0051153,regulation of striated muscle cell differentiation,Apr-90,97/18614,0.001256884,0.005078904,0.00248724,27086/7494/4089/4851,4
GO:0060993,kidney morphogenesis,Apr-90,97/18614,0.001256884,0.005078904,0.00248724,4609/2625/4089/171023,4
GO:1990874,vascular associated smooth muscle cell proliferation,Apr-90,97/18614,0.001256884,0.005078904,0.00248724,5728/4763/387/1027,4
GO:0072163,mesonephric epithelium development,Apr-90,98/18614,0.001305577,0.00525553,0.002573737,4609/2625/2263/4089,4
GO:0072164,mesonephric tubule development,Apr-90,98/18614,0.001305577,0.00525553,0.002573737,4609/2625/2263/4089,4
GO:0120162,positive regulation of cold-induced thermogenesis,Apr-90,98/18614,0.001305577,0.00525553,0.002573737,3480/2778/324/4849,4
GO:0051250,negative regulation of lymphocyte activation,May-90,168/18614,0.001336567,0.00534999,0.002619996,2064/865/861/472/868,5
GO:0046636,negative regulation of alpha-beta T cell activation,Mar-90,45/18614,0.001339188,0.00534999,0.002619996,865/861/868,3
GO:0048701,embryonic cranial skeleton morphogenesis,Mar-90,45/18614,0.001339188,0.00534999,0.002619996,29072/5156/2263,3
GO:0060443,mammary gland morphogenesis,Mar-90,45/18614,0.001339188,0.00534999,0.002619996,6926/2099/2263,3
GO:1902692,regulation of neuroblast proliferation,Mar-90,45/18614,0.001339188,0.00534999,0.002619996,7157/4763/4851,3
GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,Mar-90,45/18614,0.001339188,0.00534999,0.002619996,5728/387/1027,3
GO:0043543,protein acylation,Jun-90,250/18614,0.001343125,0.005358949,0.002624384,2625/23451/675/672/1387/4089,6
GO:0003300,cardiac muscle hypertrophy,Apr-90,99/18614,0.001355574,0.005401811,0.002645374,6416/27086/4089/4851,4
GO:0019216,regulation of lipid metabolic process,Jul-90,344/18614,0.001392806,0.005543192,0.002714611,207/55294/9611/3480/208/672/5156,7
GO:0032886,regulation of microtubule-based process,Jun-90,252/18614,0.001398808,0.005560086,0.002722885,2064/672/387/1027/324/6794,6
GO:0032496,response to lipopolysaccharide,Jul-90,345/18614,0.001416148,0.005614902,0.002749729,207/27086/7494/2263/387/4851/841,7
GO:1990778,protein localization to cell periphery,Jul-90,345/18614,0.001416148,0.005614902,0.002749729,2064/999/207/5295/1956/208/3265,7
GO:0007094,mitotic spindle assembly checkpoint signaling,Mar-90,46/18614,0.001427639,0.00561822,0.002751354,472/324/701,3
GO:0007622,rhythmic behavior,Mar-90,46/18614,0.001427639,0.00561822,0.002751354,7157/5728/9611,3
GO:0055010,ventricular cardiac muscle tissue morphogenesis,Mar-90,46/18614,0.001427639,0.00561822,0.002751354,2263/4089/4851,3
GO:0071173,spindle assembly checkpoint signaling,Mar-90,46/18614,0.001427639,0.00561822,0.002751354,472/324/701,3
GO:0071174,mitotic spindle checkpoint signaling,Mar-90,46/18614,0.001427639,0.00561822,0.002751354,472/324/701,3
GO:2001239,regulation of extrinsic apoptotic signaling pathway in absence of ligand,Mar-90,46/18614,0.001427639,0.00561822,0.002751354,2260/207/4763,3
GO:0002262,myeloid cell homeostasis,May-90,171/18614,0.001445362,0.005680901,0.00278205,2625/5925/4763/1021/677,5
GO:0010389,regulation of G2/M transition of mitotic cell cycle,Apr-90,101/18614,0.001459556,0.005722473,0.002802409,595/1021/672/472,4
GO:0048709,oligodendrocyte differentiation,Apr-90,101/18614,0.001459556,0.005722473,0.002802409,5728/2064/4763/4851,4
GO:0003157,endocardium development,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,4089/4851,2
GO:0031061,negative regulation of histone methylation,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,672/54880,2
GO:0033327,Leydig cell differentiation,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,595/5156,2
GO:0034086,maintenance of sister chromatid cohesion,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,5925/546,2
GO:0034088,maintenance of mitotic sister chromatid cohesion,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,5925/546,2
GO:0048680,positive regulation of axon regeneration,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,3480/673,2
GO:0051095,regulation of helicase activity,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,7157/4436,2
GO:0060442,branching involved in prostate gland morphogenesis,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,2099/2263,2
GO:0072015,podocyte development,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,4853/171023,2
GO:1901535,regulation of DNA demethylation,Feb-90,12/18614,0.001478534,0.005725927,0.0028041,2625/8239,2
GO:0010506,regulation of autophagy,Jul-90,348/18614,0.001488016,0.005755602,0.002818633,7157/5290/207/55294/472/6794/2072,7
GO:0001823,mesonephros development,Apr-90,102/18614,0.001513578,0.005807072,0.002843839,4609/2625/2263/4089,4
GO:0014897,striated muscle hypertrophy,Apr-90,102/18614,0.001513578,0.005807072,0.002843839,6416/27086/4089/4851,4
GO:0006984,ER-nucleus signaling pathway,Mar-90,47/18614,0.001519676,0.005807072,0.002843839,7157/55294/7494,3
GO:0010837,regulation of keratinocyte proliferation,Mar-90,47/18614,0.001519676,0.005807072,0.002843839,4853/2263/677,3
GO:0031018,endocrine pancreas development,Mar-90,47/18614,0.001519676,0.005807072,0.002843839,207/1021/4221,3
GO:0031577,spindle checkpoint signaling,Mar-90,47/18614,0.001519676,0.005807072,0.002843839,472/324/701,3
GO:0048286,lung alveolus development,Mar-90,47/18614,0.001519676,0.005807072,0.002843839,3169/2263/171023,3
GO:0048806,genitalia development,Mar-90,47/18614,0.001519676,0.005807072,0.002843839,6926/2099/5156,3
GO:0051972,regulation of telomerase activity,Mar-90,47/18614,0.001519676,0.005807072,0.002843839,7157/4609/4221,3
GO:0120163,negative regulation of cold-induced thermogenesis,Mar-90,47/18614,0.001519676,0.005807072,0.002843839,5925/4851/6794,3
GO:0010906,regulation of glucose metabolic process,Apr-90,103/18614,0.001568978,0.005988234,0.002932557,7157/207/208/6794,4
GO:0045927,positive regulation of growth,Jun-90,258/18614,0.00157649,0.006009656,0.002943048,2064/207/1956/2263/387/4851,6
GO:0008542,visual learning,Mar-90,48/18614,0.001615354,0.006099022,0.002986812,4763/3845/673,3
GO:0031648,protein destabilization,Mar-90,48/18614,0.001615354,0.006099022,0.002986812,55294/4193/1387,3
GO:0033046,negative regulation of sister chromatid segregation,Mar-90,48/18614,0.001615354,0.006099022,0.002986812,472/324/701,3
GO:0033048,negative regulation of mitotic sister chromatid segregation,Mar-90,48/18614,0.001615354,0.006099022,0.002986812,472/324/701,3
GO:0044331,cell-cell adhesion mediated by cadherin,Mar-90,48/18614,0.001615354,0.006099022,0.002986812,999/3169/4851,3
GO:0045841,negative regulation of mitotic metaphase/anaphase transition,Mar-90,48/18614,0.001615354,0.006099022,0.002986812,472/324/701,3
GO:0060976,coronary vasculature development,Mar-90,48/18614,0.001615354,0.006099022,0.002986812,29072/4851/639,3
GO:2000816,negative regulation of mitotic sister chromatid separation,Mar-90,48/18614,0.001615354,0.006099022,0.002986812,472/324/701,3
GO:0014896,muscle hypertrophy,Apr-90,104/18614,0.001625775,0.006123752,0.002998923,6416/27086/4089/4851,4
GO:0110020,regulation of actomyosin structure organization,Apr-90,104/18614,0.001625775,0.006123752,0.002998923,5295/387/4089/673,4
GO:0060043,regulation of cardiac muscle cell proliferation,Mar-90,49/18614,0.001714724,0.006451113,0.003159238,861/2263/4851,3
GO:0060538,skeletal muscle organ development,May-90,178/18614,0.001724491,0.006480152,0.003173459,5925/4763/3845/387/4851,5
GO:0036302,atrioventricular canal development,Feb-90,13/18614,0.00174187,0.006491494,0.003179013,6926/4089,2
GO:0036462,TRAIL-activated apoptotic signaling pathway,Feb-90,13/18614,0.00174187,0.006491494,0.003179013,5728/841,2
GO:0048853,forebrain morphogenesis,Feb-90,13/18614,0.00174187,0.006491494,0.003179013,5728/4763,2
GO:0070572,positive regulation of neuron projection regeneration,Feb-90,13/18614,0.00174187,0.006491494,0.003179013,3480/673,2
GO:0071481,cellular response to X-ray,Feb-90,13/18614,0.00174187,0.006491494,0.003179013,2625/472,2
GO:0072310,glomerular epithelial cell development,Feb-90,13/18614,0.00174187,0.006491494,0.003179013,4853/171023,2
GO:1900103,positive regulation of endoplasmic reticulum unfolded protein response,Feb-90,13/18614,0.00174187,0.006491494,0.003179013,5295/7494,2
GO:0071216,cellular response to biotic stimulus,Jun-90,264/18614,0.001770884,0.006591856,0.003228163,7157/207/4853/7494/387/4851,6
GO:0046822,regulation of nucleocytoplasmic transport,Apr-90,107/18614,0.001804731,0.006702076,0.00328214,999/4763/5295/29072,4
GO:0062014,negative regulation of small molecule metabolic process,Apr-90,107/18614,0.001804731,0.006702076,0.00328214,7157/207/9611/672,4
GO:0002066,columnar/cuboidal epithelial cell development,Mar-90,50/18614,0.001817837,0.006703538,0.003282856,207/1021/639,3
GO:0045581,negative regulation of T cell differentiation,Mar-90,50/18614,0.001817837,0.006703538,0.003282856,2064/865/861,3
GO:0051985,negative regulation of chromosome segregation,Mar-90,50/18614,0.001817837,0.006703538,0.003282856,472/324/701,3
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,Mar-90,50/18614,0.001817837,0.006703538,0.003282856,472/324/701,3
GO:1905819,negative regulation of chromosome separation,Mar-90,50/18614,0.001817837,0.006703538,0.003282856,472/324/701,3
GO:2000378,negative regulation of reactive oxygen species metabolic process,Mar-90,50/18614,0.001817837,0.006703538,0.003282856,7157/672/387,3
GO:0051090,regulation of DNA-binding transcription factor activity,Aug-90,465/18614,0.001849014,0.006810571,0.003335272,5728/5925/1029/207/2099/3169/6597/4221,8
GO:0048771,tissue remodeling,May-90,181/18614,0.001855492,0.006826486,0.003343066,7157/4193/4763/4853/861,5
GO:0032873,negative regulation of stress-activated MAPK cascade,Mar-90,51/18614,0.001924743,0.007048225,0.003451656,4609/9611/4221,3
GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,Mar-90,51/18614,0.001924743,0.007048225,0.003451656,2099/387/841,3
GO:0060612,adipose tissue development,Mar-90,51/18614,0.001924743,0.007048225,0.003451656,5290/7494/3265,3
GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,Mar-90,51/18614,0.001924743,0.007048225,0.003451656,4609/9611/4221,3
GO:0001708,cell fate specification,Apr-90,109/18614,0.001931356,0.007048225,0.003451656,6926/3169/4851/324,4
GO:0045833,negative regulation of lipid metabolic process,Apr-90,109/18614,0.001931356,0.007048225,0.003451656,207/55294/9611/672,4
GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,Apr-90,109/18614,0.001931356,0.007048225,0.003451656,5290/5295/324/3265,4
GO:0006109,regulation of carbohydrate metabolic process,May-90,183/18614,0.001946788,0.007096355,0.003475226,7157/207/9611/208/6794,5
GO:0002237,response to molecule of bacterial origin,Jul-90,366/18614,0.001981162,0.007213344,0.003532518,207/27086/7494/2263/387/4851/841,7
GO:0048469,cell maturation,May-90,184/18614,0.001993649,0.007250466,0.003550697,2625/5925/865/675/3169,5
GO:0000722,telomere maintenance via recombination,Feb-90,14/18614,0.002025802,0.007316937,0.003583249,675/2072,2
GO:0001833,inner cell mass cell proliferation,Feb-90,14/18614,0.002025802,0.007316937,0.003583249,675/79728,2
GO:0048302,regulation of isotype switching to IgG isotypes,Feb-90,14/18614,0.002025802,0.007316937,0.003583249,4292/4436,2
GO:0048715,negative regulation of oligodendrocyte differentiation,Feb-90,14/18614,0.002025802,0.007316937,0.003583249,4763/4851,2
GO:0071285,cellular response to lithium ion,Feb-90,14/18614,0.002025802,0.007316937,0.003583249,999/1027,2
GO:1904668,positive regulation of ubiquitin protein ligase activity,Feb-90,14/18614,0.002025802,0.007316937,0.003583249,5728/1027,2
GO:0046622,positive regulation of organ growth,Mar-90,52/18614,0.00203549,0.007318513,0.003584021,207/2263/4851,3
GO:0046638,positive regulation of alpha-beta T cell differentiation,Mar-90,52/18614,0.00203549,0.007318513,0.003584021,865/861/387,3
GO:0060425,lung morphogenesis,Mar-90,52/18614,0.00203549,0.007318513,0.003584021,3845/3169/2263,3
GO:2000677,regulation of transcription regulatory region DNA binding,Mar-90,52/18614,0.00203549,0.007318513,0.003584021,2625/5925/55294,3
GO:0000910,cytokinesis,May-90,185/18614,0.002041331,0.007331181,0.003590225,3480/675/29072/387/324,5
GO:0006006,glucose metabolic process,May-90,187/18614,0.002139189,0.007656556,0.003749567,7157/5290/207/208/6794,5
GO:0071772,response to BMP,May-90,187/18614,0.002139189,0.007656556,0.003749567,2625/4853/8239/4089/4851,5
GO:0071773,cellular response to BMP stimulus,May-90,187/18614,0.002139189,0.007656556,0.003749567,2625/4853/8239/4089/4851,5
GO:0002639,positive regulation of immunoglobulin production,Mar-90,53/18614,0.002150128,0.00766968,0.003755995,7494/4292/4436,3
GO:0007140,male meiotic nuclear division,Mar-90,53/18614,0.002150128,0.00766968,0.003755995,675/472/4292,3
GO:0033047,regulation of mitotic sister chromatid segregation,Mar-90,53/18614,0.002150128,0.00766968,0.003755995,472/324/701,3
GO:0061448,connective tissue development,Jun-90,275/18614,0.002174002,0.007746108,0.003793423,5290/5925/3169/7494/4851/3265,6
GO:0044344,cellular response to fibroblast growth factor stimulus,Apr-90,113/18614,0.002202833,0.007840005,0.003839406,2260/2625/2263/677,4
GO:0007611,learning or memory,Jun-90,276/18614,0.002213818,0.007870248,0.003854217,5728/4763/1956/3845/673/23152,6
GO:0007632,visual behavior,Mar-90,54/18614,0.002268703,0.008023245,0.003929143,4763/3845/673,3
GO:0043550,regulation of lipid kinase activity,Mar-90,54/18614,0.002268703,0.008023245,0.003929143,5925/5295/5156,3
GO:0046686,response to cadmium ion,Mar-90,54/18614,0.002268703,0.008023245,0.003929143,207/1956/1027,3
GO:0071168,protein localization to chromatin,Mar-90,54/18614,0.002268703,0.008023245,0.003929143,2099/29072/4436,3
GO:0030336,negative regulation of cell migration,Jul-90,375/18614,0.002271074,0.008023245,0.003929143,5728/999/207/4763/387/4851/673,7
GO:0031532,actin cytoskeleton reorganization,Apr-90,114/18614,0.002274605,0.008023245,0.003929143,4853/5156/387/3265,4
GO:1904659,glucose transmembrane transport,Apr-90,114/18614,0.002274605,0.008023245,0.003929143,207/5295/208/673,4
GO:0003214,cardiac left ventricle morphogenesis,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,4089/4851,2
GO:0010225,response to UV-C,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,7157/675,2
GO:0010832,negative regulation of myotube differentiation,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,7494/4851,2
GO:0032352,positive regulation of hormone metabolic process,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,2625/3480,2
GO:0043374,"CD8-positive, alpha-beta T cell differentiation",Feb-90,15/18614,0.002330127,0.008083906,0.00395885,865/861,2
GO:0045475,locomotor rhythm,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,5728/9611,2
GO:0045725,positive regulation of glycogen biosynthetic process,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,207/208,2
GO:0045838,positive regulation of membrane potential,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,207/208,2
GO:0048291,isotype switching to IgG isotypes,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,4292/4436,2
GO:0070986,left/right axis specification,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,4853/4851,2
GO:0071599,otic vesicle development,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,2625/2263,2
GO:0072075,metanephric mesenchyme development,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,4609/4089,2
GO:0072520,seminiferous tubule development,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,4089/546,2
GO:1901722,regulation of cell proliferation involved in kidney development,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,4609/2625,2
GO:1905208,negative regulation of cardiocyte differentiation,Feb-90,15/18614,0.002330127,0.008083906,0.00395885,1956/4089,2
GO:0001938,positive regulation of endothelial cell proliferation,Apr-90,115/18614,0.002347974,0.008136902,0.003984802,2260/207/4763/4893,4
GO:0051962,positive regulation of nervous system development,Jun-90,280/18614,0.002378618,0.00823408,0.004032392,23013/3845/1523/4851/6794/673,6
GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",Mar-90,55/18614,0.002391262,0.008259773,0.004044975,2625/865/861,3
